metabolite	name	molecular_weight	C_number	N_number	sbo	kegg.compound	chebi	hmdb	lipidmaps	biocyc	metanetx.chemical	inchikey	seed.compound	reactome	kegg.drug	kegg.glycan	reaction
galct__D_m	D-Galactarate	208.12292	6	0	SBO:0000247	C00879	['CHEBI:12929', 'CHEBI:14285', 'CHEBI:16537', 'CHEBI:17444', 'CHEBI:20944', 'CHEBI:24135', 'CHEBI:24136', 'CHEBI:24137', 'CHEBI:30852', 'CHEBI:33799', 'CHEBI:35390', 'CHEBI:4130', 'CHEBI:48871', 'CHEBI:5250']	['HMDB00639', 'HMDB03435']	LMFA01170107	META:D-GALACTARATE	MNXM1080	DSLZVSRJTYRBFB-DUHBMQHGSA-L	cpd00652				EX_galct__D_m
glcn_m	D-Gluconate	195.14734	6	0	SBO:0000247	C00257	['CHEBI:12955', 'CHEBI:18391', 'CHEBI:20983', 'CHEBI:20985', 'CHEBI:20986', 'CHEBI:24265', 'CHEBI:24266', 'CHEBI:33198', 'CHEBI:4157', 'CHEBI:42715']	['HMDB00625', 'HMDB03373']		META:GLUCONATE	MNXM341	RGHNJXZEOKUKBD-SQOUGZDYSA-M	cpd00222				EX_glcn_m
glcur_m	D-Glucuronate	193.13146	6	0	SBO:0000247	C00191	['CHEBI:12975', 'CHEBI:15748', 'CHEBI:21013', 'CHEBI:24297', 'CHEBI:24298', 'CHEBI:4178', 'CHEBI:47952', 'CHEBI:58720']			META:D-Glucopyranuronate	MNXM241	AEMOLEFTQBMNLQ-AQKNRBDQSA-M	cpd00164				EX_glcur_m
glu__D_m	D-Glutamate	146.12132	5	1	SBO:0000247	C00217	['CHEBI:12979', 'CHEBI:15966', 'CHEBI:21022', 'CHEBI:21023', 'CHEBI:29986', 'CHEBI:29989', 'CHEBI:4183']	HMDB03339		META:D-GLT	MNXM331	WHUUTDBJXJRKMK-GSVOUGTGSA-M	cpd00186				EX_glu__D_m
glu__L_m	L-Glutamate	146.12132	5	1	SBO:0000247	['C00025', 'C00302']	['CHEBI:13107', 'CHEBI:14321', 'CHEBI:16015', 'CHEBI:18237', 'CHEBI:21301', 'CHEBI:21304', 'CHEBI:24314', 'CHEBI:29985', 'CHEBI:29987', 'CHEBI:29988', 'CHEBI:42825', 'CHEBI:5431', 'CHEBI:6224', 'CHEBI:76051']	['HMDB00148', 'HMDB60475']		['META:GLT', 'META:Glutamates']	MNXM89557	WHUUTDBJXJRKMK-VKHMYHEASA-M	['cpd00023', 'cpd19002', 'cpd27177']	['R-ALL-113552', 'R-ALL-210382', 'R-ALL-29404', 'R-ALL-428614']	['D00007', 'D04341']		EX_glu__L_m
gly_asn__L_m	Gly asn L C6H11N3O4	189.16924	6	3	SBO:0000247						MNXM8664		cpd11581				EX_gly_asn__L_m
gly_asp__L_m	Gly asp L C6H9N2O5	189.14606	6	2	SBO:0000247		CHEBI:73804	HMDB28837		META:CPD-13406	MNXM722983	SCCPDJAQCXWPTF-VKHMYHEASA-M	['cpd11589', 'cpd30701']				EX_gly_asp__L_m
gly_m	Glycine	75.0666	2	1	SBO:0000247	C00037	['CHEBI:10792', 'CHEBI:14344', 'CHEBI:15428', 'CHEBI:24368', 'CHEBI:32507', 'CHEBI:32508', 'CHEBI:42964', 'CHEBI:5460', 'CHEBI:57305']	HMDB00123		META:GLY	MNXM29	DHMQDGOQFOQNFH-UHFFFAOYSA-N	cpd00033	['R-ALL-113545', 'R-ALL-159549', 'R-ALL-193446', 'R-ALL-266029', 'R-ALL-29424']	D00011		EX_gly_m
gly_glu__L_m	Gly glu L C7H11N2O5	203.17264	7	2	SBO:0000247						MNXM8667		cpd11592				EX_gly_glu__L_m
gly_pro__L_m	Gly pro L C7H12N2O3	173.18972	7	2	SBO:0000247						MNXM8670		cpd11588				EX_gly_pro__L_m
glyb_m	Glycine betaine	117.14634	5	1	SBO:0000247	C00719	['CHEBI:12531', 'CHEBI:13895', 'CHEBI:15264', 'CHEBI:17750', 'CHEBI:22858', 'CHEBI:24370', 'CHEBI:27128', 'CHEBI:29050', 'CHEBI:3073', 'CHEBI:41134', 'CHEBI:41139']	['HMDB00043', 'HMDB59606']		META:BETAINE	MNXM289	KWIUHFFTVRNATP-UHFFFAOYSA-N	cpd00540	['R-ALL-352015', 'R-ALL-6798202']	D07523		EX_glyb_m
glyc2p_m	Glycerol 2-phosphate	170.057841	3	0	SBO:0000247	C02979	['CHEBI:14337', 'CHEBI:17270', 'CHEBI:26704', 'CHEBI:42620', 'CHEBI:5451', 'CHEBI:58083']	HMDB02520		META:CPD-536	MNXM2527	DHCLVCXQIBBOPH-UHFFFAOYSA-L	cpd01908				EX_glyc2p_m
glygln_m	L glycinylglutamine	203.19582	7	3	SBO:0000247												EX_glygln_m
glyglu_m	L glycinylglutamate	203.17264	7	2	SBO:0000247												EX_glyglu_m
glygly_m	Glycylglycine C4H8N2O3	132.11792	4	2	SBO:0000247	C02037	['CHEBI:14364', 'CHEBI:17201', 'CHEBI:24413', 'CHEBI:356445', 'CHEBI:5504']	HMDB11733		['META:CPD0-2555', 'META:GLYCYLGLYCINE']	MNXM4002	YMAWOPBAYDPSLA-UHFFFAOYSA-N	cpd01391				EX_glygly_m
glymet_m	L Glycinylmethionine	206.26265999999998	7	2	SBO:0000247												EX_glymet_m
glyphe_m	Glycylphenylalanine	222.24046	11	2	SBO:0000247		['CHEBI:133047', 'CHEBI:73912']	HMDB28848			MNXM724778	JBCLFWXMTIKCCB-VIFPVBQESA-N	cpd15605				EX_glyphe_m
glyser_m	L glycinylserine	162.1439	5	2	SBO:0000247												EX_glyser_m
gthox_m	Oxidized glutathione	610.6152	20	6	SBO:0000247	C00127	['CHEBI:14328', 'CHEBI:14720', 'CHEBI:17858', 'CHEBI:24336', 'CHEBI:42832', 'CHEBI:58297', 'CHEBI:7840']	HMDB03337		META:OXIDIZED-GLUTATHIONE	MNXM151	YPZRWBKMTBYPTK-BJDJZHNGSA-L	cpd00111	['R-ALL-111745', 'R-ALL-1655882', 'R-ALL-3341331']	D00031		EX_gthox_m
hisgly_m	L histidinylglycine	212.20588	8	4	SBO:0000247												EX_hisgly_m
hishis_m	L histidinylhistidine	292.29384	12	6	SBO:0000247												EX_hishis_m
hxan_m	Hypoxanthine	136.11146	5	4	SBO:0000247	C00262	['CHEBI:14431', 'CHEBI:17368', 'CHEBI:24762', 'CHEBI:43237', 'CHEBI:5841']	HMDB00157		META:HYPOXANTHINE	MNXM213	FDGQSTZJBFJUBT-UHFFFAOYSA-N	cpd00226	R-ALL-113599			EX_hxan_m
ibtol_m	Isobutanol	86.1323	5	0	SBO:0000247												EX_ibtol_m
icit_m	Isocitrate	189.0997	6	0	SBO:0000247	C00311	['CHEBI:14465', 'CHEBI:16087', 'CHEBI:24884', 'CHEBI:24886', 'CHEBI:30887', 'CHEBI:36453', 'CHEBI:36454', 'CHEBI:5998']	HMDB00193			MNXM89661	ODBLHEXUDAPZAU-UHFFFAOYSA-K	cpd00260				EX_icit_m
id3acald_m	Indole 3 acetaldehyde C10H9NO	159.18456	10	1	SBO:0000247	C00637	['CHEBI:11477', 'CHEBI:14445', 'CHEBI:18086', 'CHEBI:24798', 'CHEBI:5902']	HMDB01190		META:INDOLE_ACETALDEHYDE	MNXM518	WHOOUMGHGSPMGR-UHFFFAOYSA-N	cpd00486				EX_id3acald_m
ind3ac_m	Indole 3 acetate C10H8NO2	174.17602	10	1	SBO:0000247	C00954	['CHEBI:14447', 'CHEBI:14452', 'CHEBI:16411', 'CHEBI:24801', 'CHEBI:24802', 'CHEBI:30854', 'CHEBI:5905']	HMDB00197		META:INDOLE_ACETATE_AUXIN	MNXM383	SEOVTRFCIGRIMH-UHFFFAOYSA-M	cpd00703				EX_ind3ac_m
indole_m	Indole	117.14788	8	1	SBO:0000247	C00463	['CHEBI:14444', 'CHEBI:16881', 'CHEBI:24794', 'CHEBI:35579', 'CHEBI:35581', 'CHEBI:43537', 'CHEBI:5900']	HMDB00738		META:INDOLE	MNXM377	SIKJAQJRHWYJAI-UHFFFAOYSA-N	cpd00359	R-ALL-216547			EX_indole_m
inost_m	Myo-Inositol	180.15588	6	0	SBO:0000247	['C00137', 'C19891']	['CHEBI:10601', 'CHEBI:12826', 'CHEBI:12831', 'CHEBI:17268', 'CHEBI:19183', 'CHEBI:24848', 'CHEBI:25451', 'CHEBI:27372', 'CHEBI:4200', 'CHEBI:43559', 'CHEBI:52772']	['HMDB00211', 'HMDB02256', 'HMDB34220']		['META:CPD-8052', 'META:MYO-INOSITOL']	MNXM127	CDAISMWEOUEBRE-GPIVLXJGSA-N	['cpd00121', 'cpd21131']	['R-ALL-426910', 'R-ALL-429130']	D08079		EX_inost_m
lcts_m	Lactose C12H22O11	342.29648000000003	12	0	SBO:0000247	['C00243', 'C01970']	['CHEBI:10296', 'CHEBI:10380', 'CHEBI:10428', 'CHEBI:14497', 'CHEBI:17716', 'CHEBI:22460', 'CHEBI:22760', 'CHEBI:22846', 'CHEBI:25005', 'CHEBI:27755', 'CHEBI:27968', 'CHEBI:28577', 'CHEBI:35463', 'CHEBI:36218', 'CHEBI:43665', 'CHEBI:613009']	HMDB41627		['META:CPD-15971', 'META:CPD-15972']	MNXM362	GUBGYTABKSRVRQ-QKKXKWKRSA-N	['cpd00208', 'cpd01354', 'cpd03809']		D00046	G10504	EX_lcts_m
leuleu_m	Leucylleucine	244.33056	12	2	SBO:0000247	C11332	['CHEBI:6418', 'CHEBI:73531']	HMDB28933		META:L-LEUCYL-L-LEUCINE	MNXM157161	LCPYQJIKPJDLLB-UHFFFAOYSA-N	cpd08189				EX_leuleu_m
lys__D_m	D-Lysine	147.1955	6	2	SBO:0000247	C00739	['CHEBI:12994', 'CHEBI:16855', 'CHEBI:21046', 'CHEBI:32556', 'CHEBI:32557', 'CHEBI:32558', 'CHEBI:4203', 'CHEBI:42062']			META:CPD-219	MNXM975	KDXKERNSBIXSRK-RXMQYKEDSA-O	cpd00549				EX_lys__D_m
malt_m	Maltose C12H22O11	342.29648000000003	12	0	SBO:0000247	['C00208', 'C00897']	['CHEBI:10300', 'CHEBI:12340', 'CHEBI:14568', 'CHEBI:17306', 'CHEBI:18167', 'CHEBI:22463', 'CHEBI:25144', 'CHEBI:43893', 'CHEBI:6668']			['META:ALPHA-MALTOSE', 'META:MALTOSE']	MNXM165	GUBGYTABKSRVRQ-PICCSMPSSA-N	['cpd00179', 'cpd00665']	['R-ALL-188986', 'R-ALL-868706']	D00044	G00275	EX_malt_m
malthp_m	Maltoheptaose	1152.99948	42	0	SBO:0000247		CHEBI:62010	HMDB13000		META:CPD0-1133	MNXM61025	ZHZITDGOAFCURV-VVTKTIMZSA-N	cpd15494			G00689	EX_malthp_m
malthx_m	Maltohexaose	990.85888	36	0	SBO:0000247	C01936	['CHEBI:25141', 'CHEBI:27445', 'CHEBI:61953', 'CHEBI:6667']	HMDB12253		META:MALTOHEXAOSE	MNXM1317	OCIBBXPLUVYKCH-QXVNYKTNSA-N	cpd01329			G00755	EX_malthx_m
malttr_m	Maltotriose C18H32O16	504.43708	18	0	SBO:0000247	C01835	['CHEBI:25146', 'CHEBI:27931', 'CHEBI:43937', 'CHEBI:61993', 'CHEBI:6672']	HMDB01262		META:MALTOTRIOSE	MNXM468	FYGDTMLNYKFZSV-PXXRMHSHSA-N	cpd01262	R-ALL-191103			EX_malttr_m
met_L_ala__L_m	Met L ala L C8H16N2O3S	219.2813	8	2	SBO:0000247						MNXM8868		cpd11590				EX_met_L_ala__L_m
met__D_m	D-Methionine	149.21134	5	1	SBO:0000247	C00855	['CHEBI:13005', 'CHEBI:16867', 'CHEBI:21065', 'CHEBI:32637', 'CHEBI:32638', 'CHEBI:4215', 'CHEBI:44071', 'CHEBI:57932']			META:CPD-218	MNXM1275	FFEARJCKVFRZRR-SCSAIBSYSA-N	cpd00637				EX_met__D_m
ocdcea_m	Octadecenoate (n-C18:1)	281.45342	18	0	SBO:0000247	C00712	['CHEBI:104361', 'CHEBI:14684', 'CHEBI:16196', 'CHEBI:25663', 'CHEBI:25664', 'CHEBI:30823', 'CHEBI:44741', 'CHEBI:7741']	['HMDB00207', 'HMDB02066']	['LMFA01030002', 'LMFA01030763', 'LMFA01030810']	META:OLEATE-CPD	MNXM306	ZQPPMHVWECSIRJ-KTKRTIGZSA-M	cpd00536		D02315		EX_ocdcea_m
orn__D_m	D-Ornithine	133.16892	5	2	SBO:0000247	C00515	['CHEBI:13006', 'CHEBI:16176', 'CHEBI:21066', 'CHEBI:4220', 'CHEBI:57668']	HMDB03374		META:CPD-217	MNXM1148	AHLPHDHHMVZTML-SCSAIBSYSA-O	cpd00404				EX_orn__D_m
orn_m	Ornithine	133.16892	5	2	SBO:0000247	['C00077', 'C01602']	['CHEBI:11448', 'CHEBI:13148', 'CHEBI:15729', 'CHEBI:18257', 'CHEBI:19370', 'CHEBI:21367', 'CHEBI:32964', 'CHEBI:44667', 'CHEBI:46911', 'CHEBI:46912', 'CHEBI:46913', 'CHEBI:46914', 'CHEBI:6280', 'CHEBI:7784']	['HMDB00214', 'HMDB00818', 'HMDB04984', 'HMDB32455', 'HMDB62654', 'HMDB62718']	LMFA01100057	META:L-ORNITHINE	MNXM89689	AHLPHDHHMVZTML-BYPYZUCNSA-O	['cpd00064', 'cpd19016']	['R-ALL-113585', 'R-ALL-113586', 'R-ALL-29498']	D08302		EX_orn_m
oxa_m	Oxalate	88.019	2	0	SBO:0000247	C00209	['CHEBI:132952', 'CHEBI:14702', 'CHEBI:16995', 'CHEBI:25729', 'CHEBI:25730', 'CHEBI:30623', 'CHEBI:44583', 'CHEBI:44820', 'CHEBI:46904', 'CHEBI:7811']	HMDB02329		META:OXALATE	MNXM291	MUBZPKHOEPUJKR-UHFFFAOYSA-L	cpd00180	R-ALL-389819			EX_oxa_m
pea_m	Phenylethyl alcohol	121.15646	8	0	SBO:0000247												EX_pea_m
phedca_m	10 Phenyldecanoic acid	239.2891	16	0	SBO:0000247												EX_phedca_m
phenona_m	9 Phenylnonanoic acid	225.26252000000002	15	0	SBO:0000247												EX_phenona_m
ppa_m	Propionate (n-C3:0)	73.0706	3	0	SBO:0000247						MNXM162260						EX_ppa_m
ppoh_m	1-Propanol	60.09502	3	0	SBO:0000247	C05979	['CHEBI:26278', 'CHEBI:28831', 'CHEBI:44960', 'CHEBI:8472']	HMDB00820	LMFA05000101	META:PROPANOL	MNXM6396	BDERNNFJNOPAEC-UHFFFAOYSA-N	cpd03559				EX_ppoh_m
progly_m	L-Prolinylglycine	172.18178	7	2	SBO:0000247		['CHEBI:61695', 'CHEBI:61696', 'CHEBI:73594']			META:CPD0-2182	MNXM7481	RNKSNIBMTUYWSH-YFKPBYRVSA-N	cpd15551				EX_progly_m
pyovd_kt_m	Pyoverdine  P putida specific	752.72802	27	10	SBO:0000247												EX_pyovd_kt_m
rib__D_m	D-Ribose	150.1299	5	0	SBO:0000247	['C00121', 'C21057']	['CHEBI:13011', 'CHEBI:16988', 'CHEBI:21078', 'CHEBI:4233', 'CHEBI:46999', 'CHEBI:47006', 'CHEBI:47013']	HMDB00283		['META:D-Ribofuranose', 'META:D-Ribopyranose']	MNXM242	HMFHBZSHGGEWLO-SOOFDHNKSA-N	cpd00105				EX_rib__D_m
s_m	Sulfur	32.065	0	0	SBO:0000247	C00087	CHEBI:26833			META:Elemental-Sulfur	MNXM89	NINIDFKCEFEMDL-UHFFFAOYSA-N			D00024		EX_s_m
salc_m	Salicylate	137.1128	7	0	SBO:0000247	C00805	['CHEBI:15061', 'CHEBI:16914', 'CHEBI:26595', 'CHEBI:26597', 'CHEBI:30762', 'CHEBI:45521', 'CHEBI:9006']	HMDB01895		META:CPD-110	MNXM378	YGSDEFSMJLZEOE-UHFFFAOYSA-M	cpd00599	R-ALL-159559	D00097		EX_salc_m
salchs4_m	Salmochelin-S4	992.81974	42	3	SBO:0000247						MNXM145924						EX_salchs4_m
salchs4fe_m	Salmochelin-S4-Fe-III	1048.66474	42	3	SBO:0000247						MNXM146231						EX_salchs4fe_m
taur_m	Taurine C2H7NO3S	125.14688	2	1	SBO:0000247	C00245	['CHEBI:15195', 'CHEBI:15891', 'CHEBI:26852', 'CHEBI:32970', 'CHEBI:45877', 'CHEBI:507393', 'CHEBI:9406']	HMDB00251		META:TAURINE	MNXM282	XOAAWQZATWQOTB-UHFFFAOYSA-N	cpd00210	['R-ALL-159420', 'R-ALL-193463', 'R-ALL-194069']	D00047		EX_taur_m
tre_m	Trehalose	342.29648000000003	12	0	SBO:0000247	C01083	['CHEBI:10202', 'CHEBI:12281', 'CHEBI:12284', 'CHEBI:12287', 'CHEBI:15251', 'CHEBI:16551', 'CHEBI:22365', 'CHEBI:27082', 'CHEBI:46211']	HMDB00975		['META:CPD-15990', 'META:TREHALOSE']	MNXM198	HDTRYLNUVZCQOY-LIZSDCNHSA-N	cpd00794	['R-ALL-189078', 'R-ALL-868614']		G00293	EX_tre_m
udcpdp_m	Undecaprenyl diphosphate	925.2464219999999	55	0	SBO:0000247		['CHEBI:15284', 'CHEBI:17047', 'CHEBI:27192', 'CHEBI:53042', 'CHEBI:57995', 'CHEBI:9863']	HMDB01469	LMPR03030004	META:CPD-9649	MNXM5043	NTXGVHCCXVHYCL-RDQGWRCRSA-K	cpd25775				EX_udcpdp_m
udcpp_m	Undecaprenyl phosphate	846.274461	55	0	SBO:0000247	C00348	['CHEBI:15285', 'CHEBI:15286', 'CHEBI:16141', 'CHEBI:57654', 'CHEBI:9864']		LMPR03020006	META:UNDECAPRENYL-P	MNXM251	UFPHFKCTOZIAFY-RDQGWRCRSA-L	cpd00286				EX_udcpp_m
urate_m	Urate C5H4N4O3	168.11026	5	4	SBO:0000247	C00366	['CHEBI:15290', 'CHEBI:17775', 'CHEBI:27216', 'CHEBI:27226', 'CHEBI:30848', 'CHEBI:46455', 'CHEBI:46811', 'CHEBI:46814', 'CHEBI:46817', 'CHEBI:46818', 'CHEBI:46820', 'CHEBI:46821', 'CHEBI:46822', 'CHEBI:46823', 'CHEBI:46824', 'CHEBI:46825', 'CHEBI:46826', 'CHEBI:49051', 'CHEBI:9885']	HMDB00289		['META:CPD-15041', 'META:CPD-15332', 'META:URATE']	MNXM441	LEHOTFFKMJEONL-UHFFFAOYSA-N	cpd00300	['R-ALL-30034', 'R-ALL-429056']			EX_urate_m
xan_m	Xanthine	152.11086	5	4	SBO:0000247	C00385	['CHEBI:10059', 'CHEBI:15318', 'CHEBI:17712', 'CHEBI:27317', 'CHEBI:46377', 'CHEBI:48517']	HMDB00292		META:XANTHINE	MNXM174	LRFVTYWOQMYALW-UHFFFAOYSA-N	cpd00309	R-ALL-30064			EX_xan_m
xyl__D_m	D-Xylose	150.1299	5	0	SBO:0000247	C00181	['CHEBI:53455', 'CHEBI:65327']	['HMDB00098', 'HMDB03763']		META:D-Xylopyranose	MNXM348	SRBFZHDQGSBBOR-IOVATXLUSA-N	cpd00154	R-ALL-2090063	D06346		EX_xyl__D_m
xylu__L_m	L-Xylulose	150.1299	5	0	SBO:0000247	C00312	['CHEBI:13190', 'CHEBI:17399', 'CHEBI:21425', 'CHEBI:27353', 'CHEBI:6326']	['HMDB00751', 'HMDB02245']		META:L-XYLULOSE	MNXM1282	ZAQJHHRNXZUBTE-WVZVXSGGSA-N	cpd00261	R-ALL-5660036			EX_xylu__L_m
14glucan_m	1,4-alpha-D-glucan	990.85888	36	0	SBO:0000247					META:1-4-alpha-D-Glucan	MNXM2905		cpd21754				EX_14glucan_m
2ddglcn_m	2-Dehydro-3-deoxy-D-gluconate	177.13206	6	0	SBO:0000247	C00204	['CHEBI:1059', 'CHEBI:11550', 'CHEBI:17032', 'CHEBI:19530', 'CHEBI:57990']		LMFA01050475	META:2-DEHYDRO-3-DEOXY-D-GLUCONATE	MNXM440	WPAMZTWLKIDIOP-WVZVXSGGSA-M	cpd00176				EX_2ddglcn_m
2m35mdntha_m	N  2 methyl 3 5 dinitrophenyl  4 methyl 3 5 dinitroaniline	15.01464	0	1	SBO:0000247												EX_2m35mdntha_m
35dnta_m	N N bis 3 5 dinitrotolyl  amine	15.01464	0	1	SBO:0000247												EX_35dnta_m
4abutn_m	4-Aminobutanal	88.1283	4	1	SBO:0000247	C00555	['CHEBI:11960', 'CHEBI:17769', 'CHEBI:1785', 'CHEBI:20316', 'CHEBI:58264']	['HMDB01080', 'HMDB60247']		META:4-AMINO-BUTYRALDEHYDE	MNXM422	DZQLQEYLEYWJIB-UHFFFAOYSA-O	['cpd00434', 'cpd12219']				EX_4abutn_m
4hbald_m	4-Hydroxybenzaldehyde	122.12134	7	0	SBO:0000247	C00633	['CHEBI:12002', 'CHEBI:17597', 'CHEBI:1857', 'CHEBI:20396', 'CHEBI:43009']	HMDB11718		META:4-HYDROXYBENZALDEHYDE	MNXM577	RGHHSNMVTDWUBI-UHFFFAOYSA-N	cpd00484				EX_4hbald_m
4hbz_m	4-Hydroxybenzoate	137.1128	7	0	SBO:0000247	C00156	['CHEBI:12003', 'CHEBI:17879', 'CHEBI:1858', 'CHEBI:20397', 'CHEBI:20398', 'CHEBI:30763', 'CHEBI:44949']	HMDB00500		META:4-hydroxybenzoate	MNXM164	FJKROLUGYXJWQN-UHFFFAOYSA-M	cpd00136	R-ALL-2162213			EX_4hbz_m
5drib_m	5'-deoxyribose	134.13049999999998	5	0	SBO:0000247		CHEBI:62012			META:CPD0-2167	MNXM4391	WDRISBUVHBMJEF-MROZADKFSA-N	['cpd15380', 'cpd17002']				EX_5drib_m
LalaDgluMdap_m	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	389.38100000000003	15	4	SBO:0000247						MNXM90242		cpd15386				EX_LalaDgluMdap_m
LalaDglu_m	L-alanine-D-glutamate	217.19922	8	2	SBO:0000247	C20957	['CHEBI:61395', 'CHEBI:61566']			META:CPD0-2190	MNXM3630	VYZAGTDAHUIRQA-CRCLSJGQSA-M	cpd15385				EX_LalaDglu_m
R3hdec4e_m	 3 Hydroxy 4Z decenic acid	185.24018	10	0	SBO:0000247												EX_R3hdec4e_m
R_3hhdca_m	 3 Hydroxyhexadecanoic acid	271.41554	16	0	SBO:0000247												EX_R_3hhdca_m
R_3hpba_m	 3 Hydroxyphenylbutanoic acid	179.19254	10	0	SBO:0000247												EX_R_3hpba_m
R_3hppta_m	 3 Hydroxy 5 phenylpentanoic acic	191.20324000000002	11	0	SBO:0000247												EX_R_3hppta_m
R_3hpt_m	 3 Hydroxypentanoic acid	117.12316	5	0	SBO:0000247												EX_R_3hpt_m
R_3httdca_m	 3 Hydroxytetradecanoic acid	243.36238	14	0	SBO:0000247												EX_R_3httdca_m
abt_m	L Arabinitol C5H12O5	152.14578	5	0	SBO:0000247	C00532	['CHEBI:13073', 'CHEBI:18403', 'CHEBI:21234', 'CHEBI:6184']	['HMDB00199', 'HMDB01851']		META:L-ARABITOL	MNXM801	HEBKCHPVOIAQTA-IMJSIDKUSA-N	cpd00417				EX_abt_m
acac_m	Acetoacetate	101.0807	4	0	SBO:0000247	C00164	['CHEBI:131367', 'CHEBI:13705', 'CHEBI:15344', 'CHEBI:22172', 'CHEBI:2391', 'CHEBI:40507']	HMDB00060	LMFA01060003	META:3-KETOBUTYRATE	MNXM154	WDJHALXBUFZDSR-UHFFFAOYSA-M	cpd00142	['R-ALL-29666', 'R-ALL-73909']			EX_acac_m
acglu_m	N-Acetyl-L-glutamate	187.15006	7	1	SBO:0000247	C00624	['CHEBI:12575', 'CHEBI:17533', 'CHEBI:21549', 'CHEBI:21552', 'CHEBI:44335', 'CHEBI:44337', 'CHEBI:64040', 'CHEBI:7150', 'CHEBI:87274']			META:ACETYL-GLU	MNXM730	RFMMMVDNIPUKGG-YFKPBYRVSA-L	cpd00477	R-ALL-30471			EX_acglu_m
acnam_m	N-Acetylneuraminate	308.26192000000003	11	1	SBO:0000247	['C00270', 'C19910']	['CHEBI:12471', 'CHEBI:12579', 'CHEBI:17012', 'CHEBI:21617', 'CHEBI:21620', 'CHEBI:29087', 'CHEBI:33987', 'CHEBI:35418', 'CHEBI:45744', 'CHEBI:58705', 'CHEBI:7214']	['HMDB00230', 'HMDB00800']		['META:CPD0-1123', 'META:N-ACETYLNEURAMINATE']	MNXM227	SQVRNKJHWKZAKO-LUWBGTNYSA-M	['cpd00232', 'cpd21149', 'cpd27569']				EX_acnam_m
ad_m	Acetamide	59.0672	2	1	SBO:0000247	C06244	['CHEBI:22159', 'CHEBI:2385', 'CHEBI:27856', 'CHEBI:40563', 'CHEBI:49028']	HMDB31645		META:ACETAMIDE	MNXM4428	DLFVBJFMPXGRIB-UHFFFAOYSA-N	cpd03734				EX_ad_m
adn_m	Adenosine	267.24132	10	5	SBO:0000247	C00212	['CHEBI:13734', 'CHEBI:16335', 'CHEBI:22237', 'CHEBI:2472', 'CHEBI:40558', 'CHEBI:40825', 'CHEBI:40906', 'CHEBI:40911']	['HMDB00050', 'HMDB04401', 'HMDB04402', 'HMDB04421']		META:ADENOSINE	MNXM212	OIRDTQYFTABQOQ-KQYNXXCUSA-N	cpd00182	['R-ALL-83908', 'R-ALL-83909', 'R-ALL-8857850']	D00045		EX_adn_m
ala_L_thr__L_m	Ala-L-Thr-L	190.19706	7	2	SBO:0000247												EX_ala_L_thr__L_m
ala__D_m	D-Alanine	89.09318	3	1	SBO:0000247	C00133	['CHEBI:10840', 'CHEBI:12899', 'CHEBI:15570', 'CHEBI:20893', 'CHEBI:32435', 'CHEBI:32436', 'CHEBI:4087', 'CHEBI:41756', 'CHEBI:41798', 'CHEBI:41848', 'CHEBI:41877', 'CHEBI:57416']	HMDB01310		META:D-ALANINE	MNXM156	QNAYBMKLOCPYGJ-UWTATZPHSA-N	cpd00117				EX_ala__D_m
ala_gln_m	Ala-Gln	217.2224	8	3	SBO:0000247												EX_ala_gln_m
ala_his_m	Ala-His	226.23246	9	4	SBO:0000247												EX_ala_his_m
ala_leu_m	Ala-Leu	202.25082	9	2	SBO:0000247												EX_ala_leu_m
alagly_m	L-alanylglycine	146.1445	5	2	SBO:0000247												EX_alagly_m
arab__L_m	L-Arabinose	150.1299	5	0	SBO:0000247	C11476	CHEBI:6182			['META:CPD-15699', 'META:L-ARABINOSE']	MNXM91126	PYMYPHUHKUWMLA-VAYJURFESA-N	['cpd19109', 'cpd27351']				EX_arab__L_m
aso3_m	Arsenite	125.94362	0	0	SBO:0000247	C06697	['CHEBI:13857', 'CHEBI:22635', 'CHEBI:2846', 'CHEBI:29242', 'CHEBI:29243', 'CHEBI:29866', 'CHEBI:49899', 'CHEBI:49900']	HMDB11620		['META:CPD-763', 'META:CPD0-2040']	MNXM658	AQLMHYSWFMLWBS-UHFFFAOYSA-N	['cpd04098', 'cpd26385']	R-ALL-5696216			EX_aso3_m
ch4s_m	Methanethiol CH4S	48.107459999999996	1	0	SBO:0000247	C00409	['CHEBI:14586', 'CHEBI:16007', 'CHEBI:25225', 'CHEBI:6814']	HMDB03227		META:CPD-7671	MNXM652	LSDPWZHWYPCBBB-UHFFFAOYSA-N	cpd00324				EX_ch4s_m
chols_m	Choline sulfate	183.22602	5	1	SBO:0000247	C00919	['CHEBI:13987', 'CHEBI:16822', 'CHEBI:23215', 'CHEBI:3669', 'CHEBI:52859']			META:CPD-543	MNXM1547	WXCQAWGXWVRCGP-UHFFFAOYSA-N	cpd00681				EX_chols_m
chor_m	Chorismate	224.16692	10	0	SBO:0000247	C00251	['CHEBI:13993', 'CHEBI:17333', 'CHEBI:23225', 'CHEBI:23227', 'CHEBI:29748', 'CHEBI:3677']	HMDB12199		META:CHORISMATE	MNXM337	WTFXTQVDAKGDEY-HTQZYQBOSA-L	cpd00216	R-ALL-964856			EX_chor_m
